,School Year,LEA (District or Charter),School Name,Subject Area,Percent Proficient,scc_links,fax,name,level,url,school,phone,address,sub-links,sub-links-count,scc_links-count,total
63,2016,ALPINE DISTRICT,FORBES SCHOOL,English Language Arts,0.5,[u'https://forbes.alpineschools.org/school-community-council-2/'],,Forbes Elementary,elementary,https://forbes.alpineschools.org/,Forbes Elementary,,281 North 200 East ,"[u'https://drive.google.com/drive/folders/0B3DuvpCzdHS2VTZoa0QyMEdrcEk?usp=sharing', u'https://drive.google.com/drive/u/1/folders/0B4LZ8teFSo0fY2NKSDlvd2xvdjA', u'https://drive.google.com/file/d/0B3DuvpCzdHS2TVU2N0dzblNNNlh2MHV3VWdBNHZDTnFfcnM0/view?usp=sharing', u'https://drive.google.com/a/alpinedistrict.org/file/d/0B3DuvpCzdHS2aXlYTVdTbFpzR1dLQko4bTdYUkRJaTZXX2VB/view?usp=sharing', u'https://drive.google.com/open?id=1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k', u'https://forbes.alpineschools.org/school-community-council-2/', u'https://drive.google.com/open?id=1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k', u'https://docs.google.com/document/d/1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k/edit#heading=h.gjdgxs', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/11/ForbesSCCAgendaOct2015.pdf', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/09/ForbesSCCAgenda1.pdf', u'https://forbes.alpineschools.org/school-community-council-2/', u'#', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/11/scc-minutes-10_21_15.pdf', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/09/SCC-September-2015-minutes.pdf', u'https://drive.google.com/drive/u/1/folders/0B4LZ8teFSo0fY2NKSDlvd2xvdjA', u'http://alpineschools.org/legislature/', u'#', u'https://drive.google.com/file/d/0B3DuvpCzdHS2TVU2N0dzblNNNlh2MHV3VWdBNHZDTnFfcnM0/view?usp=sharing', u'#', u'#']",20.0,1.0,21.0
64,2016,ALPINE DISTRICT,FORBES SCHOOL,Mathematics,0.480968858131,[u'https://forbes.alpineschools.org/school-community-council-2/'],,Forbes Elementary,elementary,https://forbes.alpineschools.org/,Forbes Elementary,,281 North 200 East ,"[u'https://drive.google.com/drive/folders/0B3DuvpCzdHS2VTZoa0QyMEdrcEk?usp=sharing', u'https://drive.google.com/drive/u/1/folders/0B4LZ8teFSo0fY2NKSDlvd2xvdjA', u'https://drive.google.com/file/d/0B3DuvpCzdHS2TVU2N0dzblNNNlh2MHV3VWdBNHZDTnFfcnM0/view?usp=sharing', u'https://drive.google.com/a/alpinedistrict.org/file/d/0B3DuvpCzdHS2aXlYTVdTbFpzR1dLQko4bTdYUkRJaTZXX2VB/view?usp=sharing', u'https://drive.google.com/open?id=1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k', u'https://forbes.alpineschools.org/school-community-council-2/', u'https://drive.google.com/open?id=1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k', u'https://docs.google.com/document/d/1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k/edit#heading=h.gjdgxs', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/11/ForbesSCCAgendaOct2015.pdf', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/09/ForbesSCCAgenda1.pdf', u'https://forbes.alpineschools.org/school-community-council-2/', u'#', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/11/scc-minutes-10_21_15.pdf', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/09/SCC-September-2015-minutes.pdf', u'https://drive.google.com/drive/u/1/folders/0B4LZ8teFSo0fY2NKSDlvd2xvdjA', u'http://alpineschools.org/legislature/', u'#', u'https://drive.google.com/file/d/0B3DuvpCzdHS2TVU2N0dzblNNNlh2MHV3VWdBNHZDTnFfcnM0/view?usp=sharing', u'#', u'#']",20.0,1.0,21.0
65,2016,ALPINE DISTRICT,FORBES SCHOOL,Science,0.566210045662,[u'https://forbes.alpineschools.org/school-community-council-2/'],,Forbes Elementary,elementary,https://forbes.alpineschools.org/,Forbes Elementary,,281 North 200 East ,"[u'https://drive.google.com/drive/folders/0B3DuvpCzdHS2VTZoa0QyMEdrcEk?usp=sharing', u'https://drive.google.com/drive/u/1/folders/0B4LZ8teFSo0fY2NKSDlvd2xvdjA', u'https://drive.google.com/file/d/0B3DuvpCzdHS2TVU2N0dzblNNNlh2MHV3VWdBNHZDTnFfcnM0/view?usp=sharing', u'https://drive.google.com/a/alpinedistrict.org/file/d/0B3DuvpCzdHS2aXlYTVdTbFpzR1dLQko4bTdYUkRJaTZXX2VB/view?usp=sharing', u'https://drive.google.com/open?id=1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k', u'https://forbes.alpineschools.org/school-community-council-2/', u'https://drive.google.com/open?id=1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k', u'https://docs.google.com/document/d/1NmbhYKctsdacrmYe8kiQEb57jYwB3Kp_ErMJ9l7Vm8k/edit#heading=h.gjdgxs', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/11/ForbesSCCAgendaOct2015.pdf', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/09/ForbesSCCAgenda1.pdf', u'https://forbes.alpineschools.org/school-community-council-2/', u'#', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/11/scc-minutes-10_21_15.pdf', u'http://forbes.alpineschools.org/wp-content/uploads/sites/17/2015/09/SCC-September-2015-minutes.pdf', u'https://drive.google.com/drive/u/1/folders/0B4LZ8teFSo0fY2NKSDlvd2xvdjA', u'http://alpineschools.org/legislature/', u'#', u'https://drive.google.com/file/d/0B3DuvpCzdHS2TVU2N0dzblNNNlh2MHV3VWdBNHZDTnFfcnM0/view?usp=sharing', u'#', u'#']",20.0,1.0,21.0
66,2016,ALPINE DISTRICT,FOX HOLLOW SCHOOL,English Language Arts,0.443243243243,"[u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc-minutes/', u'https://foxhollow.alpineschools.org/community-council-bylaws/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/', u'https://foxhollow.alpineschools.org/scc/fox-hollow-community-council/', u'https://foxhollow.alpineschools.org/scc/', u'https://foxhollow.alpineschools.org/scc/trustlands-progress-report-2014-15/']",,Fox Hollow Elementary,elementary,https://foxhollow.alpineschools.org/,Fox Hollow,Phone: 801-610-8706 Fax: 801-768-2742,"1450 W 3200 N Lehi, UT 84043","[u'https://foxhollow.alpineschools.org/scc-minutes/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-progress-report-2014-15/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/', u'https://foxhollow.alpineschools.org/trustlands-final-report-13-14/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/', u'https://foxhollow.alpineschools.org/community/stakeholders-report-2/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/']",11.0,9.0,20.0
67,2016,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Mathematics,0.535008976661,"[u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc-minutes/', u'https://foxhollow.alpineschools.org/community-council-bylaws/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/', u'https://foxhollow.alpineschools.org/scc/fox-hollow-community-council/', u'https://foxhollow.alpineschools.org/scc/', u'https://foxhollow.alpineschools.org/scc/trustlands-progress-report-2014-15/']",,Fox Hollow Elementary,elementary,https://foxhollow.alpineschools.org/,Fox Hollow,Phone: 801-610-8706 Fax: 801-768-2742,"1450 W 3200 N Lehi, UT 84043","[u'https://foxhollow.alpineschools.org/scc-minutes/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-progress-report-2014-15/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/', u'https://foxhollow.alpineschools.org/trustlands-final-report-13-14/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/', u'https://foxhollow.alpineschools.org/community/stakeholders-report-2/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/']",11.0,9.0,20.0
68,2016,ALPINE DISTRICT,FOX HOLLOW SCHOOL,Science,0.601485148515,"[u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc-minutes/', u'https://foxhollow.alpineschools.org/community-council-bylaws/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/', u'https://foxhollow.alpineschools.org/scc/fox-hollow-community-council/', u'https://foxhollow.alpineschools.org/scc/', u'https://foxhollow.alpineschools.org/scc/trustlands-progress-report-2014-15/']",,Fox Hollow Elementary,elementary,https://foxhollow.alpineschools.org/,Fox Hollow,Phone: 801-610-8706 Fax: 801-768-2742,"1450 W 3200 N Lehi, UT 84043","[u'https://foxhollow.alpineschools.org/scc-minutes/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-progress-report-2014-15/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/', u'https://foxhollow.alpineschools.org/trustlands-final-report-13-14/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/', u'https://foxhollow.alpineschools.org/community/stakeholders-report-2/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-october-2014/', u'https://foxhollow.alpineschools.org/scc-meeting-minutes-september-2014/', u'https://foxhollow.alpineschools.org/scc/trustlands-report/fox-hollow-elementary-progress-report-13-14-and-school-plan-14-15/']",11.0,9.0,20.0
69,2016,ALPINE DISTRICT,FREEDOM SCHOOL,English Language Arts,0.514548238897,"[u'https://freedom.alpineschools.org/scc/', u'http://freedom.alpineschools.org/scc/']",,Freedom Elementary,elementary,https://freedom.alpineschools.org/,Freedom Elementary,,,"[u'https://docs.google.com/document/d/1e_noDBPswNBaXlIAxN3TJV09VxTD9H76L-28xP6KmWI/edit?usp=sharing', u'https://docs.google.com/document/d/1e_noDBPswNBaXlIAxN3TJV09VxTD9H76L-28xP6KmWI/edit?usp=sharing', u'http://freedom.alpinetest.org/wp-content/uploads/sites/40/2016/07/freedom-Stake-Holder.pdf', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'http://freedom.alpinetest.org/wp-content/uploads/sites/40/2016/07/freedom-Stake-Holder.pdf', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'https://docs.google.com/document/d/1yasJBAK8JP_8fX7uC-0wvxpEEUIj0gafOMEc9-mVj2s/edit?usp=sharing', u'https://docs.google.com/document/d/1yasJBAK8JP_8fX7uC-0wvxpEEUIj0gafOMEc9-mVj2s/edit?usp=sharing']",9.0,2.0,11.0
70,2016,ALPINE DISTRICT,FREEDOM SCHOOL,Mathematics,0.524316109422,"[u'https://freedom.alpineschools.org/scc/', u'http://freedom.alpineschools.org/scc/']",,Freedom Elementary,elementary,https://freedom.alpineschools.org/,Freedom Elementary,,,"[u'https://docs.google.com/document/d/1e_noDBPswNBaXlIAxN3TJV09VxTD9H76L-28xP6KmWI/edit?usp=sharing', u'https://docs.google.com/document/d/1e_noDBPswNBaXlIAxN3TJV09VxTD9H76L-28xP6KmWI/edit?usp=sharing', u'http://freedom.alpinetest.org/wp-content/uploads/sites/40/2016/07/freedom-Stake-Holder.pdf', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'http://freedom.alpinetest.org/wp-content/uploads/sites/40/2016/07/freedom-Stake-Holder.pdf', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'https://docs.google.com/document/d/1yasJBAK8JP_8fX7uC-0wvxpEEUIj0gafOMEc9-mVj2s/edit?usp=sharing', u'https://docs.google.com/document/d/1yasJBAK8JP_8fX7uC-0wvxpEEUIj0gafOMEc9-mVj2s/edit?usp=sharing']",9.0,2.0,11.0
71,2016,ALPINE DISTRICT,FREEDOM SCHOOL,Science,0.59126984127,"[u'https://freedom.alpineschools.org/scc/', u'http://freedom.alpineschools.org/scc/']",,Freedom Elementary,elementary,https://freedom.alpineschools.org/,Freedom Elementary,,,"[u'https://docs.google.com/document/d/1e_noDBPswNBaXlIAxN3TJV09VxTD9H76L-28xP6KmWI/edit?usp=sharing', u'https://docs.google.com/document/d/1e_noDBPswNBaXlIAxN3TJV09VxTD9H76L-28xP6KmWI/edit?usp=sharing', u'http://freedom.alpinetest.org/wp-content/uploads/sites/40/2016/07/freedom-Stake-Holder.pdf', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'http://freedom.alpinetest.org/wp-content/uploads/sites/40/2016/07/freedom-Stake-Holder.pdf', u'https://datagateway.schools.utah.gov/AccountabilityReports?leaNum=01&schNum=125', u'https://docs.google.com/document/d/1yasJBAK8JP_8fX7uC-0wvxpEEUIj0gafOMEc9-mVj2s/edit?usp=sharing', u'https://docs.google.com/document/d/1yasJBAK8JP_8fX7uC-0wvxpEEUIj0gafOMEc9-mVj2s/edit?usp=sharing']",9.0,2.0,11.0
72,2016,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,English Language Arts,0.441672780631,"[u'https://frontier.alpineschools.org/ptsascc/', u'https://frontier.alpineschools.org/2017/04/20/scc-elections-for-2017-2018-school-year/', u'https://frontier.alpineschools.org/ptascc/']",,Frontier Middle School,middle,https://frontier.alpineschools.org/,Frontier Middle,,"1427 Mid Valley Road, Eagle Mountain, Utah 84005 (801)610-8777 Fax (801)789-3800","[u'https://frontier.alpineschools.org/school-info/stakeholders-report-2014-2015__trashed/', u'https://frontier.alpineschools.org/student-plannerschool-policies/', u'https://frontier.alpineschools.org/ach-payment-plan-form-school-fees/']",3.0,3.0,6.0
73,2016,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,Mathematics,0.41568914956,"[u'https://frontier.alpineschools.org/ptsascc/', u'https://frontier.alpineschools.org/2017/04/20/scc-elections-for-2017-2018-school-year/', u'https://frontier.alpineschools.org/ptascc/']",,Frontier Middle School,middle,https://frontier.alpineschools.org/,Frontier Middle,,"1427 Mid Valley Road, Eagle Mountain, Utah 84005 (801)610-8777 Fax (801)789-3800","[u'https://frontier.alpineschools.org/school-info/stakeholders-report-2014-2015__trashed/', u'https://frontier.alpineschools.org/student-plannerschool-policies/', u'https://frontier.alpineschools.org/ach-payment-plan-form-school-fees/']",3.0,3.0,6.0
74,2016,ALPINE DISTRICT,FRONTIER MIDDLE SCHOOL,Science,0.586281588448,"[u'https://frontier.alpineschools.org/ptsascc/', u'https://frontier.alpineschools.org/2017/04/20/scc-elections-for-2017-2018-school-year/', u'https://frontier.alpineschools.org/ptascc/']",,Frontier Middle School,middle,https://frontier.alpineschools.org/,Frontier Middle,,"1427 Mid Valley Road, Eagle Mountain, Utah 84005 (801)610-8777 Fax (801)789-3800","[u'https://frontier.alpineschools.org/school-info/stakeholders-report-2014-2015__trashed/', u'https://frontier.alpineschools.org/student-plannerschool-policies/', u'https://frontier.alpineschools.org/ach-payment-plan-form-school-fees/']",3.0,3.0,6.0
75,2016,ALPINE DISTRICT,GENEVA SCHOOL,English Language Arts,0.443579766537,[u'https://geneva.alpineschools.org/parentsstudents/school-community-council/'],,Geneva Elementary,elementary,https://geneva.alpineschools.org/,Geneva Elementary,"Orem, Utah 84057",665 West 400 North,"[u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_2016_sept.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/11/GESSCC112816.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/03/scc_March6.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/01/GESSafetyMeeting2.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_26_sept_2016.docx_.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_2016_sept.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_26_sept_2016.docx_.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/11/GESSCC112816.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/03/scc_March6.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/01/GESSafetyMeeting2.pdf', u'https://geneva.alpineschools.org/crisis-plan/']",11.0,1.0,12.0
76,2016,ALPINE DISTRICT,GENEVA SCHOOL,Mathematics,0.359073359073,[u'https://geneva.alpineschools.org/parentsstudents/school-community-council/'],,Geneva Elementary,elementary,https://geneva.alpineschools.org/,Geneva Elementary,"Orem, Utah 84057",665 West 400 North,"[u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_2016_sept.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/11/GESSCC112816.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/03/scc_March6.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/01/GESSafetyMeeting2.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_26_sept_2016.docx_.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_2016_sept.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_26_sept_2016.docx_.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/11/GESSCC112816.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/03/scc_March6.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/01/GESSafetyMeeting2.pdf', u'https://geneva.alpineschools.org/crisis-plan/']",11.0,1.0,12.0
77,2016,ALPINE DISTRICT,GENEVA SCHOOL,Science,0.392857142857,[u'https://geneva.alpineschools.org/parentsstudents/school-community-council/'],,Geneva Elementary,elementary,https://geneva.alpineschools.org/,Geneva Elementary,"Orem, Utah 84057",665 West 400 North,"[u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_2016_sept.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/11/GESSCC112816.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/03/scc_March6.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/01/GESSafetyMeeting2.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_26_sept_2016.docx_.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_2016_sept.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/09/scc_26_sept_2016.docx_.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2016/11/GESSCC112816.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/03/scc_March6.pdf', u'http://geneva.alpineschools.org/wp-content/uploads/sites/20/2017/01/GESSafetyMeeting2.pdf', u'https://geneva.alpineschools.org/crisis-plan/']",11.0,1.0,12.0
78,2016,ALPINE DISTRICT,GREENWOOD SCHOOL,English Language Arts,0.427244582043,[u'https://greenwood.alpineschools.org/scc/'],,Greenwood Elementary,elementary,https://greenwood.alpineschools.org/,Greenwood Elementary,,,"[u'https://docs.google.com/document/d/1FCV-z1d-bItSW8Y2HMVUh92PumgKX6TZU5pndZBCEVo/pub', u'https://docs.google.com/document/d/1FCV-z1d-bItSW8Y2HMVUh92PumgKX6TZU5pndZBCEVo/pub', u'#', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leanum=01&schNum=132&schoolGradeType=E', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leaNum=01', u'#', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leanum=01&schNum=132&schoolGradeType=E', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leaNum=01', u'https://docs.google.com/document/d/1AJUW617c4aUcro1Dl_wmqYnzzeM4Aur9bEc7_nry2wE/pub', u'https://docs.google.com/document/d/1AJUW617c4aUcro1Dl_wmqYnzzeM4Aur9bEc7_nry2wE/pub']",10.0,1.0,11.0
79,2016,ALPINE DISTRICT,GREENWOOD SCHOOL,Mathematics,0.526315789474,[u'https://greenwood.alpineschools.org/scc/'],,Greenwood Elementary,elementary,https://greenwood.alpineschools.org/,Greenwood Elementary,,,"[u'https://docs.google.com/document/d/1FCV-z1d-bItSW8Y2HMVUh92PumgKX6TZU5pndZBCEVo/pub', u'https://docs.google.com/document/d/1FCV-z1d-bItSW8Y2HMVUh92PumgKX6TZU5pndZBCEVo/pub', u'#', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leanum=01&schNum=132&schoolGradeType=E', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leaNum=01', u'#', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leanum=01&schNum=132&schoolGradeType=E', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leaNum=01', u'https://docs.google.com/document/d/1AJUW617c4aUcro1Dl_wmqYnzzeM4Aur9bEc7_nry2wE/pub', u'https://docs.google.com/document/d/1AJUW617c4aUcro1Dl_wmqYnzzeM4Aur9bEc7_nry2wE/pub']",10.0,1.0,11.0
80,2016,ALPINE DISTRICT,GREENWOOD SCHOOL,Science,0.485714285714,[u'https://greenwood.alpineschools.org/scc/'],,Greenwood Elementary,elementary,https://greenwood.alpineschools.org/,Greenwood Elementary,,,"[u'https://docs.google.com/document/d/1FCV-z1d-bItSW8Y2HMVUh92PumgKX6TZU5pndZBCEVo/pub', u'https://docs.google.com/document/d/1FCV-z1d-bItSW8Y2HMVUh92PumgKX6TZU5pndZBCEVo/pub', u'#', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leanum=01&schNum=132&schoolGradeType=E', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leaNum=01', u'#', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leanum=01&schNum=132&schoolGradeType=E', u'https://datagateway.schools.utah.gov/Accountability/SchoolGrades/2016?leaNum=01', u'https://docs.google.com/document/d/1AJUW617c4aUcro1Dl_wmqYnzzeM4Aur9bEc7_nry2wE/pub', u'https://docs.google.com/document/d/1AJUW617c4aUcro1Dl_wmqYnzzeM4Aur9bEc7_nry2wE/pub']",10.0,1.0,11.0
81,2016,ALPINE DISTRICT,GROVECREST SCHOOL,English Language Arts,0.502551020408,[u'https://grovecrest.alpineschools.org/scc/'],,Grovecrest Elementary,elementary,https://grovecrest.alpineschools.org/,Grovecrest Elementary,,,"[u'https://drive.google.com/file/d/0BwBrkGdGNj4GUFFHZG5ScUlFdWhhcFdFd0pFem5oMlZ1N0NZ/view?usp=sharing', u'https://drive.google.com/file/d/0BwBrkGdGNj4GTEx3SDhPems2SlE/view?usp=sharing', u'https://drive.google.com/file/d/0B99-CH3Ll_unZzl1N1hFQUlqZlE/view?usp=sharing', u'https://drive.google.com/file/d/0B99-CH3Ll_unVEVjUkF4UWt0cm8/view?usp=sharing', u'https://drive.google.com/file/d/0BwBrkGdGNj4Gc3FKczBKaFNFWlhTN1hGVjZHa21MeTZ6X0o0/view?usp=sharing', u'https://drive.google.com/file/d/0BwBrkGdGNj4GUFFHZG5ScUlFdWhhcFdFd0pFem5oMlZ1N0NZ/view?usp=sharing', u'https://docs.google.com/document/d/1DJorhNoGgJ9q48IuKm3gW_mDWZOEqwPkwVp9MP9LCio/edit?usp=sharing', u'https://docs.google.com/document/d/1DJorhNoGgJ9q48IuKm3gW_mDWZOEqwPkwVp9MP9LCio/edit?usp=sharing', u'#', u'https://psdreports.schools.utah.gov/gateway', u'http://grovecrest.alpineschools.org/wp-content/uploads/sites/22/2016/10/Trustland-Final-Report-for-2015-16.pdf', u'#', u'https://psdreports.schools.utah.gov/gateway', u'https://drive.google.com/file/d/0B99-CH3Ll_unVEVjUkF4UWt0cm8/view?usp=sharing', u'https://drive.google.com/file/d/0B99-CH3Ll_unVEVjUkF4UWt0cm8/view?usp=sharing']",15.0,1.0,16.0
82,2016,ALPINE DISTRICT,GROVECREST SCHOOL,Mathematics,0.531806615776,[u'https://grovecrest.alpineschools.org/scc/'],,Grovecrest Elementary,elementary,https://grovecrest.alpineschools.org/,Grovecrest Elementary,,,"[u'https://drive.google.com/file/d/0BwBrkGdGNj4GUFFHZG5ScUlFdWhhcFdFd0pFem5oMlZ1N0NZ/view?usp=sharing', u'https://drive.google.com/file/d/0BwBrkGdGNj4GTEx3SDhPems2SlE/view?usp=sharing', u'https://drive.google.com/file/d/0B99-CH3Ll_unZzl1N1hFQUlqZlE/view?usp=sharing', u'https://drive.google.com/file/d/0B99-CH3Ll_unVEVjUkF4UWt0cm8/view?usp=sharing', u'https://drive.google.com/file/d/0BwBrkGdGNj4Gc3FKczBKaFNFWlhTN1hGVjZHa21MeTZ6X0o0/view?usp=sharing', u'https://drive.google.com/file/d/0BwBrkGdGNj4GUFFHZG5ScUlFdWhhcFdFd0pFem5oMlZ1N0NZ/view?usp=sharing', u'https://docs.google.com/document/d/1DJorhNoGgJ9q48IuKm3gW_mDWZOEqwPkwVp9MP9LCio/edit?usp=sharing', u'https://docs.google.com/document/d/1DJorhNoGgJ9q48IuKm3gW_mDWZOEqwPkwVp9MP9LCio/edit?usp=sharing', u'#', u'https://psdreports.schools.utah.gov/gateway', u'http://grovecrest.alpineschools.org/wp-content/uploads/sites/22/2016/10/Trustland-Final-Report-for-2015-16.pdf', u'#', u'https://psdreports.schools.utah.gov/gateway', u'https://drive.google.com/file/d/0B99-CH3Ll_unVEVjUkF4UWt0cm8/view?usp=sharing', u'https://drive.google.com/file/d/0B99-CH3Ll_unVEVjUkF4UWt0cm8/view?usp=sharing']",15.0,1.0,16.0
